txn_id,date,description,amount,category,type
372,2026-09-06,BOOKMYSHOW EVENT,662.58,Entertainment,Expense
373,2026-09-06,OLA CABS BANGALORE,551.75,Transport,Expense
374,2026-09-06,APOLLO PHARMACY,1218.64,Health,Expense
375,2026-09-06,ZEPTO INSTANT REF#2824,2297.28,Groceries,Expense
376,2026-09-07,BMTC BUS PASS,300.3,Transport,Expense
377,2026-09-07,STARBUCKS COFFEE,1143.3,Food & Dining,Expense
378,2026-09-08,BWSSB  WATER  BOARD  REF#2824,2210.63,Utilities,Expense
379,2026-09-09,IRCTC RAIL TICKET*13,278.38,Transport,Expense
380,2026-09-09,NYKAA FASHION,2799.84,Shopping,Expense
381,2026-09-09,NESTAWAY PROPERTY,18769.13,Rent & Housing,Expense
382,2026-09-09,SWIGGY BANGALORE REF#2824,383.68,Food & Dining,Expense
383,2026-09-10,BIGBASKET ONLINE,3450.09,Groceries,Expense
384,2026-09-11,ACT FIBERNET TXN877572,899.08,Utilities,Expense
385,2026-09-13,BLINKIT GROCERY,2073.37,Groceries,Expense
386,2026-09-13,ZOMATO ORDER,816.56,Food & Dining,Expense
387,2026-09-13,PESU FEE PAYMENT,12531.26,Education,Expense
388,2026-09-14,ACT FIBERNET,601.15,Utilities,Expense
389,2026-09-15,BESCOM ELECTRICITY,2311.71,Utilities,Expense
390,2026-09-15,BIGBASKET ONLINE,1640.07,Groceries,Expense
391,2026-09-15,AIRBNB STAY,8279.63,Travel,Expense
392,2026-09-15,BLINKIT GROCERY,1960.54,Groceries,Expense
393,2026-09-15,STARBUCKS COFFEE,151.66,Food & Dining,Expense
394,2026-09-16,CCD CAFE COFFEE DAY,191.08,Food & Dining,Expense
395,2026-09-17,MCDONALDS IN,417.56,Food & Dining,Expense
396,2026-09-17,DOMINOS PIZZA,491.24,Food & Dining,Expense
397,2026-09-18,AMZN MKTP US*2K3,2485.04,Shopping,Expense
398,2026-09-18,RELIANCE FRESH,2423.75,Groceries,Expense
434,2026-09-18,BURGER KING IND,1242.6,Food & Dining,Expense
399,2026-09-19,BLINKIT GROCERY,1139.24,Groceries,Expense
400,2026-09-19,DMART RETAIL,2204.25,Groceries,Expense
401,2026-09-19,1MG HEALTHCARE,395.42,Health,Expense
435,2026-09-19,STARBUCKS COFFEE,1054.85,Food & Dining,Expense
402,2026-09-20,RAPIDO_BIKE_TAXI,113.87,Transport,Expense
403,2026-09-20,JIO FIBER RECHARGE,1902.02,Utilities,Expense
404,2026-09-20,GOIBIBO FLIGHT,10414.34,Travel,Expense
405,2026-09-20,RELIANCE FRESH*13,2502.89,Groceries,Expense
406,2026-09-21,OLA CABS BANGALORE,746.24,Transport,Expense
433,2026-09-21,SWIGGY BANGALORE,1074.77,Food & Dining,Expense
407,2026-09-22,STARBUCKS COFFEE,497.07,Food & Dining,Expense
408,2026-09-22,RAPIDO BIKE TAXI,127.84,Transport,Expense
409,2026-09-22,CULT FIT GYM TXN877572,3685.79,Health,Expense
432,2026-09-22,CCD CAFE COFFEE DAY,1494.44,Food & Dining,Expense
410,2026-09-23,DOMINOS PIZZA TXN877572,590.61,Food & Dining,Expense
417,2026-09-25,HOUSING RENT NEFT,19768.7,Rent & Housing,Expense
430,2026-09-26,NETFLIX.COM,649.0,Entertainment,Expense
431,2026-09-26,SPOTIFY PREMIUM,119.0,Entertainment,Expense
